cell,row,column,crate,slot,chan,bin,txfiber,txch,rxrocid,rxfiber,rxch
287,14,23,SBS_ECALVTP2_ROCID,7,7,7,-1,-1,None,-1,-1
288,15,2,SBS_ECALVTP2_ROCID,7,8,8,-1,-1,None,-1,-1
289,15,3,SBS_ECALVTP2_ROCID,7,9,9,-1,-1,None,-1,-1
290,15,4,SBS_ECALVTP2_ROCID,7,10,9,-1,-1,None,-1,-1
291,15,5,SBS_ECALVTP2_ROCID,7,11,9,-1,-1,None,-1,-1
292,15,6,SBS_ECALVTP2_ROCID,7,12,10,-1,-1,None,-1,-1
293,15,7,SBS_ECALVTP2_ROCID,7,13,10,-1,-1,None,-1,-1
294,15,8,SBS_ECALVTP2_ROCID,7,14,10,-1,-1,None,-1,-1
295,15,9,SBS_ECALVTP2_ROCID,7,15,11,-1,-1,None,-1,-1
296,15,10,SBS_ECALVTP2_ROCID,8,0,11,-1,-1,None,-1,-1
297,15,11,SBS_ECALVTP2_ROCID,8,1,11,-1,-1,None,-1,-1
298,15,12,SBS_ECALVTP2_ROCID,8,2,12,-1,-1,None,-1,-1
299,15,13,SBS_ECALVTP2_ROCID,8,3,12,-1,-1,None,-1,-1
300,15,14,SBS_ECALVTP2_ROCID,8,4,12,-1,-1,None,-1,-1
301,15,15,SBS_ECALVTP2_ROCID,8,5,13,-1,-1,None,-1,-1
302,15,16,SBS_ECALVTP2_ROCID,8,6,13,-1,-1,None,-1,-1
303,15,17,SBS_ECALVTP2_ROCID,8,7,13,-1,-1,None,-1,-1
304,15,18,SBS_ECALVTP2_ROCID,8,8,14,-1,-1,None,-1,-1
305,15,19,SBS_ECALVTP2_ROCID,8,9,14,-1,-1,None,-1,-1
306,15,20,SBS_ECALVTP2_ROCID,8,10,14,-1,-1,None,-1,-1
307,15,21,SBS_ECALVTP2_ROCID,8,11,15,-1,-1,None,-1,-1
308,15,22,SBS_ECALVTP2_ROCID,8,12,15,-1,-1,None,-1,-1
309,15,23,SBS_ECALVTP2_ROCID,8,13,15,-1,-1,None,-1,-1
310,15,24,SBS_ECALVTP2_ROCID,8,14,16,-1,-1,None,-1,-1
311,15,25,SBS_ECALVTP2_ROCID,8,15,16,-1,-1,None,-1,-1
312,16,2,SBS_ECALVTP2_ROCID,9,0,8,-1,-1,None,-1,-1
313,16,3,SBS_ECALVTP2_ROCID,9,1,9,-1,-1,None,-1,-1
314,16,4,SBS_ECALVTP2_ROCID,9,2,9,-1,-1,None,-1,-1
315,16,5,SBS_ECALVTP2_ROCID,9,3,9,-1,-1,None,-1,-1
316,16,6,SBS_ECALVTP2_ROCID,9,4,10,-1,-1,None,-1,-1
317,16,7,SBS_ECALVTP2_ROCID,9,5,10,-1,-1,None,-1,-1
318,16,8,SBS_ECALVTP2_ROCID,9,6,10,-1,-1,None,-1,-1
319,16,9,SBS_ECALVTP2_ROCID,9,7,11,-1,-1,None,-1,-1
320,16,10,SBS_ECALVTP2_ROCID,9,8,11,-1,-1,None,-1,-1
321,16,11,SBS_ECALVTP2_ROCID,9,9,11,-1,-1,None,-1,-1
322,16,12,SBS_ECALVTP2_ROCID,9,10,12,-1,-1,None,-1,-1
323,16,13,SBS_ECALVTP2_ROCID,9,11,12,-1,-1,None,-1,-1
324,16,14,SBS_ECALVTP2_ROCID,9,12,12,-1,-1,None,-1,-1
325,16,15,SBS_ECALVTP2_ROCID,9,13,13,-1,-1,None,-1,-1
326,16,16,SBS_ECALVTP2_ROCID,9,14,13,-1,-1,None,-1,-1
327,16,17,SBS_ECALVTP2_ROCID,9,15,13,-1,-1,None,-1,-1
328,16,18,SBS_ECALVTP2_ROCID,10,0,14,-1,-1,None,-1,-1
329,16,19,SBS_ECALVTP2_ROCID,10,1,14,-1,-1,None,-1,-1
330,16,20,SBS_ECALVTP2_ROCID,10,2,14,-1,-1,None,-1,-1
331,16,21,SBS_ECALVTP2_ROCID,10,3,15,-1,-1,None,-1,-1
332,16,22,SBS_ECALVTP2_ROCID,10,4,15,-1,-1,None,-1,-1
333,16,23,SBS_ECALVTP2_ROCID,10,5,15,-1,-1,None,-1,-1
334,16,24,SBS_ECALVTP2_ROCID,10,6,16,-1,-1,None,-1,-1
335,16,25,SBS_ECALVTP2_ROCID,10,7,16,-1,-1,None,-1,-1
336,17,2,SBS_ECALVTP2_ROCID,10,8,8,-1,-1,None,-1,-1
337,17,3,SBS_ECALVTP2_ROCID,10,9,9,-1,-1,None,-1,-1
338,17,4,SBS_ECALVTP2_ROCID,10,10,9,-1,-1,None,-1,-1
339,17,5,SBS_ECALVTP2_ROCID,10,11,9,-1,-1,None,-1,-1
340,17,6,SBS_ECALVTP2_ROCID,10,12,10,-1,-1,None,-1,-1
341,17,7,SBS_ECALVTP2_ROCID,10,13,10,-1,-1,None,-1,-1
342,17,8,SBS_ECALVTP2_ROCID,10,14,10,-1,-1,None,-1,-1
343,17,9,SBS_ECALVTP2_ROCID,10,15,11,-1,-1,None,-1,-1
344,17,10,SBS_ECALVTP2_ROCID,13,0,11,-1,-1,None,-1,-1
345,17,11,SBS_ECALVTP2_ROCID,13,1,11,-1,-1,None,-1,-1
346,17,12,SBS_ECALVTP2_ROCID,13,2,12,-1,-1,None,-1,-1
347,17,13,SBS_ECALVTP2_ROCID,13,3,12,-1,-1,None,-1,-1
348,17,14,SBS_ECALVTP2_ROCID,13,4,12,-1,-1,None,-1,-1
349,17,15,SBS_ECALVTP2_ROCID,13,5,13,-1,-1,None,-1,-1
350,17,16,SBS_ECALVTP2_ROCID,13,6,13,-1,-1,None,-1,-1
351,17,17,SBS_ECALVTP2_ROCID,13,7,13,-1,-1,None,-1,-1
352,17,18,SBS_ECALVTP2_ROCID,13,8,14,-1,-1,None,-1,-1
353,17,19,SBS_ECALVTP2_ROCID,13,9,14,-1,-1,None,-1,-1
354,17,20,SBS_ECALVTP2_ROCID,13,10,14,-1,-1,None,-1,-1
355,17,21,SBS_ECALVTP2_ROCID,13,11,15,-1,-1,None,-1,-1
356,17,22,SBS_ECALVTP2_ROCID,13,12,15,-1,-1,None,-1,-1
357,17,23,SBS_ECALVTP2_ROCID,13,13,15,-1,-1,None,-1,-1
358,17,24,SBS_ECALVTP2_ROCID,13,14,16,-1,-1,None,-1,-1
359,17,25,SBS_ECALVTP2_ROCID,13,15,16,-1,-1,None,-1,-1
360,18,2,SBS_ECALVTP2_ROCID,14,0,17,-1,-1,None,-1,-1
361,18,3,SBS_ECALVTP2_ROCID,14,1,18,-1,-1,None,-1,-1
362,18,4,SBS_ECALVTP2_ROCID,14,2,18,-1,-1,None,-1,-1
363,18,5,SBS_ECALVTP2_ROCID,14,3,18,-1,-1,None,-1,-1
364,18,6,SBS_ECALVTP2_ROCID,14,4,19,-1,-1,None,-1,-1
365,18,7,SBS_ECALVTP2_ROCID,14,5,19,-1,-1,None,-1,-1
366,18,8,SBS_ECALVTP2_ROCID,14,6,19,-1,-1,None,-1,-1
367,18,9,SBS_ECALVTP2_ROCID,14,7,20,-1,-1,None,-1,-1
368,18,10,SBS_ECALVTP2_ROCID,14,8,20,-1,-1,None,-1,-1
369,18,11,SBS_ECALVTP2_ROCID,14,9,20,-1,-1,None,-1,-1
370,18,12,SBS_ECALVTP2_ROCID,14,10,21,-1,-1,None,-1,-1
371,18,13,SBS_ECALVTP2_ROCID,14,11,21,-1,-1,None,-1,-1
372,18,14,SBS_ECALVTP2_ROCID,14,12,21,-1,-1,None,-1,-1
373,18,15,SBS_ECALVTP2_ROCID,14,13,22,-1,-1,None,-1,-1
374,18,16,SBS_ECALVTP2_ROCID,14,14,22,-1,-1,None,-1,-1
375,18,17,SBS_ECALVTP2_ROCID,14,15,22,-1,-1,None,-1,-1
376,18,18,SBS_ECALVTP2_ROCID,15,0,23,-1,-1,None,-1,-1
377,18,19,SBS_ECALVTP2_ROCID,15,1,23,-1,-1,None,-1,-1
378,18,20,SBS_ECALVTP2_ROCID,15,2,23,-1,-1,None,-1,-1
379,18,21,SBS_ECALVTP2_ROCID,15,3,24,-1,-1,None,-1,-1
380,18,22,SBS_ECALVTP2_ROCID,15,4,24,-1,-1,None,-1,-1
381,18,23,SBS_ECALVTP2_ROCID,15,5,24,-1,-1,None,-1,-1
382,18,24,SBS_ECALVTP2_ROCID,15,6,25,-1,-1,None,-1,-1
383,18,25,SBS_ECALVTP2_ROCID,15,7,25,-1,-1,None,-1,-1
384,18,26,SBS_ECALVTP2_ROCID,15,8,25,-1,-1,None,-1,-1
385,18,27,SBS_ECALVTP2_ROCID,15,9,26,-1,-1,None,-1,-1
386,18,28,SBS_ECALVTP2_ROCID,15,10,26,-1,-1,None,-1,-1
387,19,2,SBS_ECALVTP2_ROCID,15,11,17,3,0,SBS_ECALVTP3_ROCID,1,0
388,19,3,SBS_ECALVTP2_ROCID,15,12,18,3,1,SBS_ECALVTP3_ROCID,1,1
389,19,4,SBS_ECALVTP2_ROCID,15,13,18,3,2,SBS_ECALVTP3_ROCID,1,2
390,19,5,SBS_ECALVTP2_ROCID,15,14,18,3,3,SBS_ECALVTP3_ROCID,1,3
391,19,6,SBS_ECALVTP2_ROCID,15,15,19,3,4,SBS_ECALVTP3_ROCID,1,4
392,19,7,SBS_ECALVTP2_ROCID,16,0,19,3,5,SBS_ECALVTP3_ROCID,1,5
393,19,8,SBS_ECALVTP2_ROCID,16,1,19,3,6,SBS_ECALVTP3_ROCID,1,6
394,19,9,SBS_ECALVTP2_ROCID,16,2,20,3,7,SBS_ECALVTP3_ROCID,1,7
395,19,10,SBS_ECALVTP2_ROCID,16,3,20,3,8,SBS_ECALVTP3_ROCID,1,8
396,19,11,SBS_ECALVTP2_ROCID,16,4,20,3,9,SBS_ECALVTP3_ROCID,1,9
397,19,12,SBS_ECALVTP2_ROCID,16,5,21,3,10,SBS_ECALVTP3_ROCID,1,10
398,19,13,SBS_ECALVTP2_ROCID,16,6,21,3,11,SBS_ECALVTP3_ROCID,1,11
399,19,14,SBS_ECALVTP2_ROCID,16,7,21,3,12,SBS_ECALVTP3_ROCID,1,12
400,19,15,SBS_ECALVTP2_ROCID,16,8,22,3,13,SBS_ECALVTP3_ROCID,1,13
401,19,16,SBS_ECALVTP2_ROCID,16,9,22,3,14,SBS_ECALVTP3_ROCID,1,14
402,19,17,SBS_ECALVTP2_ROCID,16,10,22,3,15,SBS_ECALVTP3_ROCID,1,15
403,19,18,SBS_ECALVTP2_ROCID,16,11,23,3,16,SBS_ECALVTP3_ROCID,1,16
404,19,19,SBS_ECALVTP2_ROCID,16,12,23,3,17,SBS_ECALVTP3_ROCID,1,17
405,19,20,SBS_ECALVTP2_ROCID,16,13,23,3,18,SBS_ECALVTP3_ROCID,1,18
406,19,21,SBS_ECALVTP2_ROCID,16,14,24,3,19,SBS_ECALVTP3_ROCID,1,19
407,19,22,SBS_ECALVTP2_ROCID,16,15,24,3,20,SBS_ECALVTP3_ROCID,1,20
408,19,23,SBS_ECALVTP2_ROCID,17,0,24,3,21,SBS_ECALVTP3_ROCID,1,21
409,19,24,SBS_ECALVTP2_ROCID,17,1,25,3,22,SBS_ECALVTP3_ROCID,1,22
410,19,25,SBS_ECALVTP2_ROCID,17,2,25,3,23,SBS_ECALVTP3_ROCID,1,23
411,19,26,SBS_ECALVTP2_ROCID,17,3,25,3,24,SBS_ECALVTP3_ROCID,1,24
412,19,27,SBS_ECALVTP2_ROCID,17,4,26,3,25,SBS_ECALVTP3_ROCID,1,25
413,19,28,SBS_ECALVTP2_ROCID,17,5,26,3,26,SBS_ECALVTP3_ROCID,1,26
414,20,2,SBS_ECALVTP2_ROCID,17,6,17,3,27,SBS_ECALVTP3_ROCID,1,27
415,20,3,SBS_ECALVTP2_ROCID,17,7,18,3,28,SBS_ECALVTP3_ROCID,1,28
416,20,4,SBS_ECALVTP2_ROCID,17,8,18,3,29,SBS_ECALVTP3_ROCID,1,29
417,20,5,SBS_ECALVTP2_ROCID,17,9,18,3,30,SBS_ECALVTP3_ROCID,1,30
418,20,6,SBS_ECALVTP2_ROCID,17,10,19,3,31,SBS_ECALVTP3_ROCID,1,31
419,20,7,SBS_ECALVTP2_ROCID,17,11,19,4,0,SBS_ECALVTP3_ROCID,2,0
420,20,8,SBS_ECALVTP2_ROCID,17,12,19,4,1,SBS_ECALVTP3_ROCID,2,1
421,20,9,SBS_ECALVTP2_ROCID,17,13,20,4,2,SBS_ECALVTP3_ROCID,2,2
422,20,10,SBS_ECALVTP2_ROCID,17,14,20,4,3,SBS_ECALVTP3_ROCID,2,3
423,20,11,SBS_ECALVTP2_ROCID,17,15,20,4,4,SBS_ECALVTP3_ROCID,2,4
424,20,12,SBS_ECALVTP2_ROCID,18,0,21,4,5,SBS_ECALVTP3_ROCID,2,5
425,20,13,SBS_ECALVTP2_ROCID,18,1,21,4,6,SBS_ECALVTP3_ROCID,2,6
426,20,14,SBS_ECALVTP2_ROCID,18,2,21,4,7,SBS_ECALVTP3_ROCID,2,7
427,20,15,SBS_ECALVTP2_ROCID,18,3,22,4,8,SBS_ECALVTP3_ROCID,2,8
428,20,16,SBS_ECALVTP2_ROCID,18,4,22,4,9,SBS_ECALVTP3_ROCID,2,9
429,20,17,SBS_ECALVTP2_ROCID,18,5,22,4,10,SBS_ECALVTP3_ROCID,2,10
430,20,18,SBS_ECALVTP2_ROCID,18,6,23,4,11,SBS_ECALVTP3_ROCID,2,11
431,20,19,SBS_ECALVTP2_ROCID,18,7,23,4,12,SBS_ECALVTP3_ROCID,2,12
432,20,20,SBS_ECALVTP2_ROCID,18,8,23,4,13,SBS_ECALVTP3_ROCID,2,13
433,20,21,SBS_ECALVTP2_ROCID,18,9,24,4,14,SBS_ECALVTP3_ROCID,2,14
434,20,22,SBS_ECALVTP2_ROCID,18,10,24,4,15,SBS_ECALVTP3_ROCID,2,15
435,20,23,SBS_ECALVTP2_ROCID,18,11,24,4,16,SBS_ECALVTP3_ROCID,2,16
436,20,24,SBS_ECALVTP2_ROCID,18,12,25,4,17,SBS_ECALVTP3_ROCID,2,17
437,20,25,SBS_ECALVTP2_ROCID,18,13,25,4,18,SBS_ECALVTP3_ROCID,2,18
438,20,26,SBS_ECALVTP2_ROCID,18,14,25,4,19,SBS_ECALVTP3_ROCID,2,19
439,20,27,SBS_ECALVTP2_ROCID,18,15,26,4,20,SBS_ECALVTP3_ROCID,2,20
440,20,28,SBS_ECALVTP2_ROCID,19,0,26,4,21,SBS_ECALVTP3_ROCID,2,21
441,21,2,SBS_ECALVTP3_ROCID,3,0,0,1,0,SBS_ECALVTP2_ROCID,3,0
442,21,3,SBS_ECALVTP3_ROCID,3,1,1,1,1,SBS_ECALVTP2_ROCID,3,1
443,21,4,SBS_ECALVTP3_ROCID,3,2,1,1,2,SBS_ECALVTP2_ROCID,3,2
444,21,5,SBS_ECALVTP3_ROCID,3,3,1,1,3,SBS_ECALVTP2_ROCID,3,3
445,21,6,SBS_ECALVTP3_ROCID,3,4,2,1,4,SBS_ECALVTP2_ROCID,3,4
446,21,7,SBS_ECALVTP3_ROCID,3,5,2,1,5,SBS_ECALVTP2_ROCID,3,5
447,21,8,SBS_ECALVTP3_ROCID,3,6,2,1,6,SBS_ECALVTP2_ROCID,3,6
448,21,9,SBS_ECALVTP3_ROCID,3,7,3,1,7,SBS_ECALVTP2_ROCID,3,7
449,21,10,SBS_ECALVTP3_ROCID,3,8,3,1,8,SBS_ECALVTP2_ROCID,3,8
450,21,11,SBS_ECALVTP3_ROCID,3,9,3,1,9,SBS_ECALVTP2_ROCID,3,9
451,21,12,SBS_ECALVTP3_ROCID,3,10,4,1,10,SBS_ECALVTP2_ROCID,3,10
452,21,13,SBS_ECALVTP3_ROCID,3,11,4,1,11,SBS_ECALVTP2_ROCID,3,11
453,21,14,SBS_ECALVTP3_ROCID,3,12,4,1,12,SBS_ECALVTP2_ROCID,3,12
454,21,15,SBS_ECALVTP3_ROCID,3,13,5,1,13,SBS_ECALVTP2_ROCID,3,13
455,21,16,SBS_ECALVTP3_ROCID,3,14,5,1,14,SBS_ECALVTP2_ROCID,3,14
456,21,17,SBS_ECALVTP3_ROCID,3,15,5,1,15,SBS_ECALVTP2_ROCID,3,15
457,21,18,SBS_ECALVTP3_ROCID,4,0,6,1,16,SBS_ECALVTP2_ROCID,3,16
458,21,19,SBS_ECALVTP3_ROCID,4,1,6,1,17,SBS_ECALVTP2_ROCID,3,17
459,21,20,SBS_ECALVTP3_ROCID,4,2,6,1,18,SBS_ECALVTP2_ROCID,3,18
460,21,21,SBS_ECALVTP3_ROCID,4,3,7,1,19,SBS_ECALVTP2_ROCID,3,19
461,21,22,SBS_ECALVTP3_ROCID,4,4,7,1,20,SBS_ECALVTP2_ROCID,3,20
462,21,23,SBS_ECALVTP3_ROCID,4,5,7,1,21,SBS_ECALVTP2_ROCID,3,21
463,21,24,SBS_ECALVTP3_ROCID,4,6,8,1,22,SBS_ECALVTP2_ROCID,3,22
464,21,25,SBS_ECALVTP3_ROCID,4,7,8,1,23,SBS_ECALVTP2_ROCID,3,23
465,21,26,SBS_ECALVTP3_ROCID,4,8,8,1,24,SBS_ECALVTP2_ROCID,3,24
466,21,27,SBS_ECALVTP3_ROCID,4,9,9,1,25,SBS_ECALVTP2_ROCID,3,25
467,21,28,SBS_ECALVTP3_ROCID,4,10,9,1,26,SBS_ECALVTP2_ROCID,3,26
468,22,2,SBS_ECALVTP3_ROCID,4,11,0,1,27,SBS_ECALVTP2_ROCID,3,27
469,22,3,SBS_ECALVTP3_ROCID,4,12,1,1,28,SBS_ECALVTP2_ROCID,3,28
470,22,4,SBS_ECALVTP3_ROCID,4,13,1,1,29,SBS_ECALVTP2_ROCID,3,29
471,22,5,SBS_ECALVTP3_ROCID,4,14,1,1,30,SBS_ECALVTP2_ROCID,3,30
472,22,6,SBS_ECALVTP3_ROCID,4,15,2,1,31,SBS_ECALVTP2_ROCID,3,31
473,22,7,SBS_ECALVTP3_ROCID,5,0,2,2,0,SBS_ECALVTP2_ROCID,4,0
474,22,8,SBS_ECALVTP3_ROCID,5,1,2,2,1,SBS_ECALVTP2_ROCID,4,1
475,22,9,SBS_ECALVTP3_ROCID,5,2,3,2,2,SBS_ECALVTP2_ROCID,4,2
476,22,10,SBS_ECALVTP3_ROCID,5,3,3,2,3,SBS_ECALVTP2_ROCID,4,3
477,22,11,SBS_ECALVTP3_ROCID,5,4,3,2,4,SBS_ECALVTP2_ROCID,4,4
478,22,12,SBS_ECALVTP3_ROCID,5,5,4,2,5,SBS_ECALVTP2_ROCID,4,5
479,22,13,SBS_ECALVTP3_ROCID,5,6,4,2,6,SBS_ECALVTP2_ROCID,4,6
480,22,14,SBS_ECALVTP3_ROCID,5,7,4,2,7,SBS_ECALVTP2_ROCID,4,7
481,22,15,SBS_ECALVTP3_ROCID,5,8,5,2,8,SBS_ECALVTP2_ROCID,4,8
482,22,16,SBS_ECALVTP3_ROCID,5,9,5,2,9,SBS_ECALVTP2_ROCID,4,9
483,22,17,SBS_ECALVTP3_ROCID,5,10,5,2,10,SBS_ECALVTP2_ROCID,4,10
484,22,18,SBS_ECALVTP3_ROCID,5,11,6,2,11,SBS_ECALVTP2_ROCID,4,11
485,22,19,SBS_ECALVTP3_ROCID,5,12,6,2,12,SBS_ECALVTP2_ROCID,4,12
486,22,20,SBS_ECALVTP3_ROCID,5,13,6,2,13,SBS_ECALVTP2_ROCID,4,13
487,22,21,SBS_ECALVTP3_ROCID,5,14,7,2,14,SBS_ECALVTP2_ROCID,4,14
488,22,22,SBS_ECALVTP3_ROCID,5,15,7,2,15,SBS_ECALVTP2_ROCID,4,15
489,22,23,SBS_ECALVTP3_ROCID,6,0,7,2,16,SBS_ECALVTP2_ROCID,4,16
490,22,24,SBS_ECALVTP3_ROCID,6,1,8,2,17,SBS_ECALVTP2_ROCID,4,17
491,22,25,SBS_ECALVTP3_ROCID,6,2,8,2,18,SBS_ECALVTP2_ROCID,4,18
492,22,26,SBS_ECALVTP3_ROCID,6,3,8,2,19,SBS_ECALVTP2_ROCID,4,19
493,22,27,SBS_ECALVTP3_ROCID,6,4,9,2,20,SBS_ECALVTP2_ROCID,4,20
494,22,28,SBS_ECALVTP3_ROCID,6,5,9,2,21,SBS_ECALVTP2_ROCID,4,21
495,23,2,SBS_ECALVTP3_ROCID,6,6,0,-1,-1,None,-1,-1
496,23,3,SBS_ECALVTP3_ROCID,6,7,1,-1,-1,None,-1,-1
497,23,4,SBS_ECALVTP3_ROCID,6,8,1,-1,-1,None,-1,-1
498,23,5,SBS_ECALVTP3_ROCID,6,9,1,-1,-1,None,-1,-1
499,23,6,SBS_ECALVTP3_ROCID,6,10,2,-1,-1,None,-1,-1
500,23,7,SBS_ECALVTP3_ROCID,6,11,2,-1,-1,None,-1,-1
501,23,8,SBS_ECALVTP3_ROCID,6,12,2,-1,-1,None,-1,-1
502,23,9,SBS_ECALVTP3_ROCID,6,13,3,-1,-1,None,-1,-1
503,23,10,SBS_ECALVTP3_ROCID,6,14,3,-1,-1,None,-1,-1
504,23,11,SBS_ECALVTP3_ROCID,6,15,3,-1,-1,None,-1,-1
505,23,12,SBS_ECALVTP3_ROCID,7,0,4,-1,-1,None,-1,-1
506,23,13,SBS_ECALVTP3_ROCID,7,1,4,-1,-1,None,-1,-1
507,23,14,SBS_ECALVTP3_ROCID,7,2,4,-1,-1,None,-1,-1
508,23,15,SBS_ECALVTP3_ROCID,7,3,5,-1,-1,None,-1,-1
509,23,16,SBS_ECALVTP3_ROCID,7,4,5,-1,-1,None,-1,-1
510,23,17,SBS_ECALVTP3_ROCID,7,5,5,-1,-1,None,-1,-1
511,23,18,SBS_ECALVTP3_ROCID,7,6,6,-1,-1,None,-1,-1
512,23,19,SBS_ECALVTP3_ROCID,7,7,6,-1,-1,None,-1,-1
513,23,20,SBS_ECALVTP3_ROCID,7,8,6,-1,-1,None,-1,-1
514,23,21,SBS_ECALVTP3_ROCID,7,9,7,-1,-1,None,-1,-1
515,23,22,SBS_ECALVTP3_ROCID,7,10,7,-1,-1,None,-1,-1
516,23,23,SBS_ECALVTP3_ROCID,7,11,7,-1,-1,None,-1,-1
517,23,24,SBS_ECALVTP3_ROCID,7,12,8,-1,-1,None,-1,-1
518,23,25,SBS_ECALVTP3_ROCID,7,13,8,-1,-1,None,-1,-1
519,23,26,SBS_ECALVTP3_ROCID,7,14,8,-1,-1,None,-1,-1
520,23,27,SBS_ECALVTP3_ROCID,7,15,9,-1,-1,None,-1,-1
521,23,28,SBS_ECALVTP3_ROCID,8,0,9,-1,-1,None,-1,-1
522,24,2,SBS_ECALVTP3_ROCID,8,1,10,-1,-1,None,-1,-1
523,24,3,SBS_ECALVTP3_ROCID,8,2,11,-1,-1,None,-1,-1
524,24,4,SBS_ECALVTP3_ROCID,8,3,11,-1,-1,None,-1,-1
525,24,5,SBS_ECALVTP3_ROCID,8,4,11,-1,-1,None,-1,-1
526,24,6,SBS_ECALVTP3_ROCID,8,5,12,-1,-1,None,-1,-1
527,24,7,SBS_ECALVTP3_ROCID,8,6,12,-1,-1,None,-1,-1
528,24,8,SBS_ECALVTP3_ROCID,8,7,12,-1,-1,None,-1,-1
529,24,9,SBS_ECALVTP3_ROCID,8,8,13,-1,-1,None,-1,-1
530,24,10,SBS_ECALVTP3_ROCID,8,9,13,-1,-1,None,-1,-1
531,24,11,SBS_ECALVTP3_ROCID,8,10,13,-1,-1,None,-1,-1
532,24,12,SBS_ECALVTP3_ROCID,8,11,14,-1,-1,None,-1,-1
533,24,13,SBS_ECALVTP3_ROCID,8,12,14,-1,-1,None,-1,-1
534,24,14,SBS_ECALVTP3_ROCID,8,13,14,-1,-1,None,-1,-1
535,24,15,SBS_ECALVTP3_ROCID,8,14,15,-1,-1,None,-1,-1
536,24,16,SBS_ECALVTP3_ROCID,8,15,15,-1,-1,None,-1,-1
537,24,17,SBS_ECALVTP3_ROCID,9,0,15,-1,-1,None,-1,-1
538,24,18,SBS_ECALVTP3_ROCID,9,1,16,-1,-1,None,-1,-1
539,24,19,SBS_ECALVTP3_ROCID,9,2,16,-1,-1,None,-1,-1
540,24,20,SBS_ECALVTP3_ROCID,9,3,16,-1,-1,None,-1,-1
541,24,21,SBS_ECALVTP3_ROCID,9,4,17,-1,-1,None,-1,-1
542,24,22,SBS_ECALVTP3_ROCID,9,5,17,-1,-1,None,-1,-1
543,24,23,SBS_ECALVTP3_ROCID,9,6,17,-1,-1,None,-1,-1
544,24,24,SBS_ECALVTP3_ROCID,9,7,18,-1,-1,None,-1,-1
545,24,25,SBS_ECALVTP3_ROCID,9,8,18,-1,-1,None,-1,-1
546,24,26,SBS_ECALVTP3_ROCID,9,9,18,-1,-1,None,-1,-1
547,24,27,SBS_ECALVTP3_ROCID,9,10,19,-1,-1,None,-1,-1
548,24,28,SBS_ECALVTP3_ROCID,9,11,19,-1,-1,None,-1,-1
549,25,2,SBS_ECALVTP3_ROCID,9,12,10,-1,-1,None,-1,-1
550,25,3,SBS_ECALVTP3_ROCID,9,13,11,-1,-1,None,-1,-1
551,25,4,SBS_ECALVTP3_ROCID,9,14,11,-1,-1,None,-1,-1
552,25,5,SBS_ECALVTP3_ROCID,9,15,11,-1,-1,None,-1,-1
553,25,6,SBS_ECALVTP3_ROCID,10,0,12,-1,-1,None,-1,-1
554,25,7,SBS_ECALVTP3_ROCID,10,1,12,-1,-1,None,-1,-1
555,25,8,SBS_ECALVTP3_ROCID,10,2,12,-1,-1,None,-1,-1
556,25,9,SBS_ECALVTP3_ROCID,10,3,13,-1,-1,None,-1,-1
557,25,10,SBS_ECALVTP3_ROCID,10,4,13,-1,-1,None,-1,-1
558,25,11,SBS_ECALVTP3_ROCID,10,5,13,-1,-1,None,-1,-1
559,25,12,SBS_ECALVTP3_ROCID,10,6,14,-1,-1,None,-1,-1
560,25,13,SBS_ECALVTP3_ROCID,10,7,14,-1,-1,None,-1,-1
561,25,14,SBS_ECALVTP3_ROCID,10,8,14,-1,-1,None,-1,-1
562,25,15,SBS_ECALVTP3_ROCID,10,9,15,-1,-1,None,-1,-1
